company,rating,location,revdate,recommends,outlook,ceo_opinion,wlbalance,career_ops
Google,5.0,"Mountain View, CA",11-26-2016,y,positive,approves,4.0,5.0
Google,5.0,"Chicago, IL",11-22-2016,,,,,
Google,5.0,"Sweeden, KY",11-25-2016,y,positive,approves,4.0,5.0
Google,4.0,"Mountain View, CA",12-07-2016,y,positive,approves,5.0,3.0
Google,4.0,"Los Angeles, CA",12-08-2016,,,,,
Google,4.0,"San Francisco, CA",12-04-2016,y,neutral,approves,4.0,4.0
Google,5.0,"Mountain View, CA",11-23-2016,y,positive,approves,4.0,5.0
Google,5.0,"Mountain View, CA",11-23-2016,y,positive,approves,5.0,5.0
Google,5.0,,11-21-2016,y,neutral,approves,3.0,5.0
Google,4.0,,12-06-2016,y,positive,approves,4.0,4.0
Google,4.0,,12-05-2016,,,,,
Google,5.0,"Mountain View, CA",11-20-2016,y,positive,approves,4.0,5.0
Google,4.0,"Sunnyvale, CA",12-02-2016,y,positive,approves,,
Google,5.0,,11-18-2016,y,positive,no opinion,4.0,4.0
Google,4.0,,12-01-2016,y,positive,approves,3.0,3.0
Google,5.0,"Mountain View, CA",11-16-2016,y,positive,approves,5.0,5.0
Google,5.0,,11-12-2016,y,positive,approves,5.0,5.0
Google,5.0,"New York, NY",11-14-2016,y,positive,disapproves,4.0,5.0
Google,5.0,,11-14-2016,y,positive,approves,5.0,5.0
Google,5.0,"Mountain View, CA",11-15-2016,y,,,5.0,5.0
Google,5.0,"New York, NY",11-14-2016,y,positive,disapproves,4.0,5.0
Google,5.0,,11-14-2016,y,positive,approves,5.0,5.0
Google,5.0,"Mountain View, CA",11-15-2016,y,,,5.0,5.0
Google,4.0,,11-28-2016,,,,5.0,5.0
Google,4.0,,11-28-2016,y,positive,no opinion,4.0,4.0
Google,4.0,"Palo Alto, CA",11-29-2016,n,positive,disapproves,3.0,3.0
Google,5.0,,11-14-2016,y,positive,approves,5.0,5.0
Google,4.0,"Mountain View, CA",11-28-2016,,,,3.0,4.0
Google,1.0,"Mountain View, CA",11-27-2016,n,neutral,no opinion,1.0,4.0
Google,5.0,"New York, NY",11-09-2016,,,,,
Google,5.0,"Mountain View, CA",11-11-2016,y,positive,approves,3.0,5.0
Google,5.0,,11-11-2016,y,positive,approves,5.0,4.0
Google,5.0,,11-11-2016,,,,,
Google,5.0,,11-09-2016,y,positive,approves,4.0,4.0
Google,4.0,,11-24-2016,,,,,
Google,4.0,"Mountain View, CA",11-20-2016,y,positive,no opinion,4.0,4.0
Google,5.0,,11-08-2016,y,positive,approves,5.0,5.0
Google,5.0,,11-07-2016,y,positive,approves,5.0,5.0
Google,4.0,,11-21-2016,,,,,
Google,4.0,"Seattle, WA",11-12-2016,y,,,4.0,4.0
Google,5.0,,11-02-2016,y,neutral,no opinion,4.0,3.0
Google,5.0,,11-02-2016,y,positive,approves,4.0,5.0
Google,5.0,,11-05-2016,,,,,
Google,5.0,,11-01-2016,,,,,
Google,4.0,,11-18-2016,y,positive,approves,5.0,4.0
Google,5.0,"Mountain View, CA",11-03-2016,,,,,
Google,5.0,"Mountain View, CA",11-03-2016,y,positive,approves,5.0,5.0
Google,5.0,"Mountain View, CA",11-03-2016,y,positive,approves,5.0,5.0
Google,4.0,"Santa Monica, CA",11-14-2016,,,,4.0,
Google,5.0,,11-01-2016,,,,,
Google,3.0,"Mountain View, CA",11-14-2016,n,,,2.0,5.0
Google,3.0,,11-16-2016,y,neutral,approves,2.0,4.0
Google,5.0,,10-31-2016,y,positive,approves,,
Google,5.0,,10-31-2016,y,,,3.0,4.0
Google,5.0,,11-01-2016,y,positive,approves,5.0,5.0
Google,5.0,,11-01-2016,y,positive,approves,5.0,5.0
Google,4.0,,11-15-2016,y,positive,approves,,
Google,4.0,,11-09-2016,y,positive,no opinion,4.0,5.0
Google,5.0,,10-31-2016,,,,,
Google,4.0,,11-14-2016,y,positive,approves,2.0,5.0
Google,5.0,,10-29-2016,y,positive,approves,5.0,5.0
Google,5.0,"Mountain View, CA",10-27-2016,y,positive,,5.0,4.0
Google,5.0,,10-27-2016,,,,,
Google,5.0,"New York, NY",10-27-2016,y,positive,approves,5.0,5.0
Google,5.0,,10-28-2016,y,positive,approves,5.0,5.0
Google,5.0,,10-28-2016,y,positive,approves,5.0,5.0
Google,4.0,,11-03-2016,y,positive,approves,5.0,5.0
Google,4.0,,11-11-2016,y,positive,approves,4.0,4.0
Google,3.0,,11-03-2016,,,,5.0,4.0
Google,4.0,,11-10-2016,y,positive,approves,4.0,5.0
Google,4.0,"Mountain View, CA",11-07-2016,y,positive,,5.0,5.0
Google,5.0,"New York, NY",10-23-2016,y,positive,approves,5.0,5.0
Google,5.0,,10-25-2016,,,,,
Google,4.0,"San Ramon, CA",11-09-2016,y,positive,no opinion,5.0,3.0
Google,5.0,,10-24-2016,y,positive,approves,5.0,5.0
Google,4.0,,11-07-2016,y,,,4.0,4.0
Google,4.0,,11-08-2016,y,neutral,no opinion,4.0,4.0
Google,5.0,,10-18-2016,y,positive,,3.0,4.0
Google,4.0,"Grand Blanc, MI",11-02-2016,,,,4.0,3.0
Google,5.0,"Atlanta, GA",10-24-2016,,,,3.0,3.0
Google,5.0,"Austin, TX",10-24-2016,y,positive,,5.0,3.0
Google,3.0,,11-05-2016,,,,2.0,5.0
Google,5.0,"Los Angeles, CA",10-13-2016,y,positive,approves,3.0,5.0
Google,5.0,"New York, NY",10-19-2016,y,positive,approves,5.0,5.0
Google,5.0,,10-20-2016,,,,,
Google,5.0,,10-09-2016,,,,5.0,
Google,5.0,"Mountain View, CA",10-19-2016,,,,,
Google,5.0,,10-19-2016,y,positive,approves,5.0,4.0
Google,4.0,"Mountain View, CA",10-26-2016,y,neutral,approves,4.0,3.0
Google,4.0,,10-31-2016,,,,4.0,
Google,5.0,,10-19-2016,y,positive,approves,5.0,4.0
Google,4.0,"Mountain View, CA",10-26-2016,y,neutral,approves,4.0,3.0
Google,4.0,,10-31-2016,,,,4.0,
Google,4.0,"Mountain View, CA",11-01-2016,y,positive,no opinion,3.0,5.0
Google,4.0,,11-01-2016,,,,2.0,5.0
Google,4.0,,11-01-2016,y,positive,,4.0,5.0
Google,5.0,,10-17-2016,y,positive,,4.0,5.0
Google,5.0,,10-17-2016,y,positive,approves,5.0,5.0
Google,5.0,"Sunnyvale, CA",10-17-2016,y,positive,approves,5.0,4.0
Google,4.0,"Sunnyvale, CA",09-30-2016,y,positive,approves,4.0,4.0
Google,5.0,,10-14-2016,y,positive,,5.0,5.0
Google,5.0,,10-13-2016,,,,,
Google,5.0,,10-14-2016,y,positive,approves,,
Google,5.0,,10-14-2016,y,positive,approves,3.0,5.0
Google,4.0,"Seattle, WA",10-14-2016,y,positive,no opinion,5.0,5.0
Google,5.0,,10-13-2016,,,,3.0,5.0
Google,5.0,,10-12-2016,y,positive,approves,5.0,5.0
Google,5.0,,10-12-2016,y,,,5.0,5.0
Google,4.0,"Mountain View, CA",10-26-2016,n,neutral,no opinion,2.0,1.0
Google,3.0,"Mountain View, CA",10-26-2016,y,positive,approves,2.0,1.0
Google,5.0,,10-11-2016,y,positive,approves,5.0,5.0
Google,3.0,"Mountain View, CA",10-19-2016,y,positive,,1.0,2.0
Google,3.0,"Mountain View, CA",10-24-2016,,,,,
Google,4.0,,10-24-2016,y,positive,approves,5.0,5.0
Google,4.0,"Mountain View, CA",10-22-2016,y,positive,,4.0,
Google,4.0,"Mountain View, CA",10-22-2016,y,positive,,4.0,4.0
Google,5.0,"Mountain View, CA",09-27-2016,y,positive,approves,4.0,5.0
Google,5.0,"New York, NY",10-07-2016,y,positive,approves,2.0,5.0
Google,4.0,,10-21-2016,,,,,
Google,4.0,"New York, NY",10-21-2016,,,,,
Google,5.0,,10-02-2016,y,positive,approves,5.0,5.0
Google,5.0,,09-25-2016,,,,,
Google,4.0,,10-20-2016,,,,,
Google,5.0,"Mountain View, CA",10-02-2016,y,positive,approves,4.0,4.0
Google,5.0,,10-05-2016,y,positive,approves,5.0,5.0
Google,3.0,,10-19-2016,y,positive,no opinion,5.0,5.0
Google,5.0,,10-03-2016,y,positive,approves,4.0,5.0
Google,5.0,,10-03-2016,,,,,
Google,5.0,,10-04-2016,,,,5.0,5.0
Google,5.0,,10-04-2016,y,positive,,4.0,5.0
Google,5.0,,10-03-2016,,,,,
Google,5.0,,10-04-2016,,,,5.0,5.0
Google,5.0,,10-04-2016,y,positive,,4.0,5.0
Google,5.0,"San Francisco, CA",10-04-2016,y,positive,approves,4.0,4.0
Google,5.0,"Mountain View, CA",10-04-2016,y,positive,approves,5.0,5.0
Google,4.0,,10-18-2016,y,positive,no opinion,3.0,4.0
Google,5.0,,09-27-2016,y,positive,approves,5.0,5.0
Google,5.0,,09-30-2016,y,,,,
Google,5.0,,10-03-2016,y,positive,approves,4.0,5.0
Google,5.0,"New York, NY",10-03-2016,,,,,
Google,4.0,,10-11-2016,,,,5.0,5.0
Google,3.0,,10-15-2016,y,positive,approves,3.0,4.0
Google,5.0,,10-02-2016,y,positive,approves,5.0,4.0
Google,5.0,,10-01-2016,y,positive,approves,5.0,3.0
Google,5.0,,10-01-2016,y,positive,,4.0,5.0
Google,5.0,,10-01-2016,y,positive,approves,5.0,5.0
Google,5.0,"Mountain View, CA",09-17-2016,y,positive,,4.0,5.0
Google,5.0,"Mountain View, CA",09-30-2016,y,positive,approves,3.0,5.0
Google,5.0,,09-30-2016,y,positive,approves,5.0,4.0
Google,5.0,"Mountain View, CA",09-19-2016,y,positive,approves,4.0,5.0
Google,5.0,"Mountain View, CA",09-30-2016,y,positive,approves,3.0,5.0
Google,5.0,,09-30-2016,y,positive,approves,5.0,4.0
Google,5.0,"Mountain View, CA",09-19-2016,y,positive,approves,4.0,5.0
Google,5.0,,09-29-2016,y,positive,no opinion,4.0,5.0
Google,5.0,"Ann Arbor, MI",09-29-2016,y,positive,approves,4.0,5.0
Google,5.0,,09-29-2016,y,positive,approves,5.0,5.0
Google,4.0,,10-13-2016,y,positive,approves,5.0,5.0
Google,4.0,,10-10-2016,y,,,4.0,
Google,5.0,"Lincoln, NE",09-15-2016,y,neutral,no opinion,5.0,3.0
Google,5.0,"Mountain View, CA",09-27-2016,y,neutral,no opinion,4.0,4.0
Google,5.0,,09-27-2016,y,positive,approves,3.0,5.0
Google,5.0,"Mountain View, CA",09-27-2016,y,positive,,4.0,5.0
Google,5.0,,09-28-2016,,,,4.0,5.0
Google,5.0,"New York, NY",09-23-2016,y,positive,approves,5.0,5.0
Google,5.0,"Austin, TX",09-26-2016,y,positive,approves,5.0,5.0
Google,4.0,,10-10-2016,y,positive,,3.0,3.0
Google,2.0,"Mountain View, CA",10-07-2016,y,positive,approves,5.0,5.0
Google,3.0,,10-10-2016,n,neutral,no opinion,3.0,1.0
Google,5.0,,09-25-2016,y,positive,approves,5.0,5.0
Google,5.0,"Cambridge, MA",09-21-2016,y,positive,approves,5.0,5.0
Google,5.0,"Mountain View, CA",09-21-2016,y,positive,approves,5.0,5.0
Google,3.0,,10-08-2016,n,neutral,no opinion,4.0,4.0
Google,5.0,,09-23-2016,,,,,
Google,5.0,,09-23-2016,,,,,
Google,5.0,"Mountain View, CA",09-19-2016,y,positive,approves,5.0,5.0
Google,3.0,,10-05-2016,y,positive,,2.0,5.0
Google,5.0,,09-21-2016,y,positive,approves,5.0,5.0
Google,5.0,,09-21-2016,,,,5.0,5.0
Google,5.0,"Mountain View, CA",09-22-2016,y,positive,approves,3.0,5.0
Google,5.0,,09-20-2016,y,positive,no opinion,4.0,5.0
Google,5.0,,09-19-2016,,,,,
Google,5.0,,09-19-2016,y,positive,no opinion,5.0,4.0
Google,4.0,,10-03-2016,y,positive,,4.0,3.0
Google,2.0,,09-30-2016,n,neutral,no opinion,1.0,4.0
Google,5.0,"Mountain View, CA",09-18-2016,y,positive,approves,5.0,5.0
Google,5.0,,09-18-2016,y,,,5.0,5.0
Google,3.0,,10-02-2016,,,,5.0,3.0
Google,3.0,"Mountain View, CA",10-02-2016,,,,2.0,2.0
Google,5.0,,09-16-2016,,,,5.0,
Google,5.0,,09-12-2016,y,positive,approves,5.0,5.0
Google,5.0,"San Francisco, CA",09-13-2016,y,positive,approves,,
Google,5.0,"Pittsburgh, PA",09-16-2016,y,positive,approves,4.0,4.0
Google,5.0,,09-16-2016,,,,,
Google,5.0,,09-15-2016,,,,,
Google,4.0,,09-28-2016,,,,,
Google,5.0,,09-13-2016,y,,,5.0,5.0
Google,5.0,"Sunnyvale, CA",09-13-2016,y,positive,approves,5.0,5.0
Google,5.0,"Mountain View, CA",09-13-2016,y,positive,approves,4.0,5.0
Google,4.0,"Mountain View, CA",09-26-2016,y,positive,approves,4.0,4.0
Google,5.0,,09-05-2016,y,neutral,approves,4.0,5.0
Google,4.0,"Mountain View, CA",09-19-2016,y,positive,approves,3.0,5.0
Google,5.0,"Mountain View, CA",09-07-2016,y,positive,approves,5.0,5.0
Google,5.0,,09-10-2016,,,,3.0,4.0
Google,4.0,,09-21-2016,y,positive,approves,5.0,5.0
Google,5.0,"Kirkland, WA",06-18-2016,y,positive,approves,5.0,5.0
Google,5.0,"New York, NY",09-06-2016,y,positive,,4.0,5.0
Google,3.0,,09-23-2016,n,positive,no opinion,,
Google,5.0,"Mountain View, CA",09-08-2016,y,positive,approves,5.0,5.0
Google,5.0,,09-09-2016,y,positive,approves,5.0,5.0
Google,4.0,,09-23-2016,,,,,
Google,5.0,"Mountain View, CA",09-08-2016,y,positive,approves,5.0,5.0
Google,5.0,,09-09-2016,y,positive,approves,5.0,5.0
Google,4.0,,09-23-2016,,,,,
Google,5.0,"Mountain View, CA",09-02-2016,y,positive,approves,5.0,5.0
Google,4.0,,09-22-2016,y,positive,,4.0,4.0
Google,4.0,,09-22-2016,,,,,
Google,4.0,"Mountain View, CA",09-22-2016,y,positive,approves,5.0,3.0
Google,5.0,"Mountain View, CA",09-04-2016,y,positive,approves,5.0,5.0
Google,4.0,,09-16-2016,y,positive,approves,3.0,5.0
Google,3.0,"Mountain View, CA",09-22-2016,n,,,3.0,3.0
Google,2.0,,09-19-2016,y,,,3.0,
Google,5.0,,09-01-2016,y,positive,,4.0,3.0
Google,5.0,"Chicago, IL",08-31-2016,y,positive,,5.0,5.0
Google,4.0,"Mountain View, CA",09-11-2016,y,positive,,4.0,5.0
Google,5.0,"Mountain View, CA",09-03-2016,,,,5.0,5.0
Google,5.0,,08-29-2016,y,positive,no opinion,3.0,4.0
Google,5.0,,09-02-2016,y,,,5.0,5.0
Google,5.0,,08-26-2016,y,positive,,5.0,5.0
Google,5.0,"San Francisco, CA",08-22-2016,y,positive,approves,4.0,5.0
Google,5.0,"New York, NY",09-01-2016,y,positive,,5.0,5.0
Google,5.0,,09-01-2016,y,positive,approves,2.0,5.0
Google,4.0,,09-15-2016,y,,,3.0,5.0
Google,5.0,"Boston, MA",08-31-2016,y,positive,,4.0,5.0
Google,4.0,,09-11-2016,,,,,
Google,5.0,"Mountain View, CA",08-27-2016,y,positive,approves,3.0,5.0
Google,5.0,,08-30-2016,,,,,
Google,5.0,"Mountain View, CA",08-30-2016,y,positive,approves,2.0,5.0
Google,5.0,"Madison, WI",08-29-2016,y,positive,approves,5.0,5.0
Google,5.0,,08-20-2016,y,positive,approves,5.0,5.0
Google,5.0,"Mountain View, CA",08-26-2016,y,positive,,5.0,5.0
Google,5.0,"New York, NY",08-15-2016,y,positive,approves,4.0,4.0
Google,5.0,,08-24-2016,,,,,
Google,5.0,,08-25-2016,y,positive,approves,4.0,4.0
Google,5.0,,08-25-2016,,,,,
Google,4.0,"Mountain View, CA",09-05-2016,y,positive,approves,5.0,4.0
Google,4.0,,09-07-2016,y,positive,no opinion,4.0,4.0
Google,5.0,"Mountain View, CA",08-23-2016,y,positive,approves,5.0,4.0
Google,5.0,,08-23-2016,y,positive,approves,5.0,5.0
Google,3.0,,09-06-2016,,,,,
Google,5.0,"Mountain View, CA",08-22-2016,y,positive,approves,,
Google,5.0,"Mountain View, CA",08-15-2016,y,positive,approves,5.0,5.0
Google,4.0,"Mountain View, CA",09-01-2016,y,positive,approves,5.0,4.0
Google,5.0,"Mountain View, CA",08-20-2016,y,neutral,approves,4.0,5.0
Google,4.0,"Mountain View, CA",09-03-2016,y,positive,approves,5.0,
Google,5.0,"Mountain View, CA",08-13-2016,y,positive,,4.0,5.0
Google,5.0,,08-19-2016,,,,,
Google,4.0,,09-02-2016,y,positive,,2.0,5.0
Google,5.0,,08-12-2016,y,positive,,5.0,5.0
Google,5.0,,08-15-2016,y,positive,,1.0,3.0
Google,3.0,,08-23-2016,n,neutral,no opinion,4.0,3.0
Google,5.0,,08-12-2016,y,positive,,5.0,5.0
Google,5.0,,08-15-2016,y,positive,,1.0,3.0
Google,3.0,,08-23-2016,n,neutral,no opinion,4.0,3.0
Google,3.0,,09-02-2016,n,positive,disapproves,4.0,2.0
Google,5.0,,08-17-2016,,,,,
Google,3.0,,08-12-2016,y,positive,approves,3.0,5.0
Google,5.0,,08-17-2016,y,neutral,no opinion,4.0,5.0
Google,5.0,"Pitts, PA",08-16-2016,,,,5.0,5.0
Google,4.0,"Mountain View, CA",08-30-2016,y,positive,approves,3.0,5.0
Google,5.0,,08-13-2016,y,positive,approves,3.0,5.0
Google,5.0,"Mountain View, CA",08-12-2016,y,positive,approves,5.0,5.0
Google,5.0,"New York, NY",08-07-2016,y,positive,approves,5.0,5.0
Google,5.0,,08-11-2016,y,positive,approves,5.0,5.0
Google,5.0,,08-09-2016,y,positive,,5.0,5.0
Google,5.0,"Santa Clara, CA",08-09-2016,y,positive,,4.0,4.0
Google,5.0,"Mountain View, CA",08-10-2016,y,,,5.0,5.0
Google,5.0,,08-09-2016,n,neutral,approves,5.0,5.0
Google,5.0,"Irvine, CA",08-09-2016,y,positive,,5.0,5.0
Google,5.0,"New York, NY",08-08-2016,y,positive,no opinion,4.0,3.0
Google,5.0,"San Jose, CA",08-07-2016,y,positive,approves,3.0,5.0
Google,3.0,"Mountain View, CA",07-27-2016,n,positive,approves,1.0,3.0
Google,4.0,"Mountain View, CA",08-14-2016,,,,4.0,2.0
Google,5.0,,07-03-2016,y,positive,approves,5.0,5.0
Google,5.0,,08-02-2016,y,positive,,4.0,5.0
Google,5.0,"New York, NY",08-02-2016,y,positive,approves,3.0,5.0
Google,5.0,,07-30-2016,y,positive,approves,3.0,4.0
Google,4.0,"Atlanta, GA",08-13-2016,y,neutral,approves,5.0,4.0
Google,5.0,"Mountain View, CA",07-26-2016,y,positive,no opinion,3.0,5.0
Google,5.0,"Mountain View, CA",07-25-2016,y,neutral,approves,4.0,4.0
Google,5.0,,07-27-2016,,,,,
Google,5.0,"San Francisco, CA",07-26-2016,y,positive,approves,5.0,5.0
Google,5.0,,07-26-2016,,,,,
Google,4.0,,08-08-2016,y,positive,,,
Google,4.0,"Mountain View, CA",08-09-2016,,,,4.0,4.0
Google,4.0,"New York, NY",07-26-2016,n,positive,approves,4.0,5.0
Google,4.0,"San Francisco, CA",08-07-2016,y,positive,,4.0,4.0
Google,5.0,,07-23-2016,,,,4.0,4.0
Google,5.0,"Moncks Corner, SC",07-21-2016,y,positive,no opinion,5.0,5.0
Google,4.0,,08-04-2016,y,neutral,no opinion,3.0,4.0
Google,5.0,,07-21-2016,y,positive,,5.0,5.0
Google,4.0,"New York, NY",08-04-2016,y,positive,no opinion,4.0,5.0
Google,5.0,"San Diego, CA",07-19-2016,y,positive,,5.0,5.0
Google,5.0,"Columbus, OH",07-20-2016,y,positive,,5.0,5.0
Google,5.0,"Mountain View, CA",07-19-2016,y,positive,,5.0,5.0
Google,5.0,"Mountain View, CA",07-15-2016,y,positive,,5.0,5.0
Google,5.0,"San Francisco, CA",07-07-2016,y,positive,no opinion,5.0,5.0
Google,3.0,,07-27-2016,y,neutral,approves,4.0,4.0
Google,4.0,,04-26-2016,n,neutral,no opinion,2.0,3.0
Google,5.0,"Chicago, IL",06-27-2016,y,positive,,5.0,
Google,5.0,"Omaha, NE",07-07-2016,y,positive,approves,5.0,5.0
Google,4.0,,07-31-2016,,,,,
Google,2.0,"Palo Alto, CA",08-01-2016,n,neutral,no opinion,1.0,1.0
Google,4.0,,07-29-2016,y,positive,,4.0,4.0
Google,5.0,"New York, NY",07-11-2016,y,positive,,5.0,5.0
Google,5.0,"Mountain View, CA",07-11-2016,y,positive,,5.0,5.0
Google,5.0,,07-14-2016,y,positive,,5.0,5.0
Google,5.0,"San Francisco, CA",07-10-2016,y,positive,approves,5.0,5.0
Google,5.0,,07-13-2016,y,positive,approves,,
Google,5.0,,07-13-2016,,,,,
Google,4.0,,07-26-2016,y,positive,disapproves,5.0,3.0
Google,4.0,"Sunnyvale, CA",07-27-2016,,,,,
Google,1.0,,08-08-2016,n,positive,approves,5.0,4.0
Google,5.0,"Sunnyvale, CA",07-08-2016,y,positive,approves,5.0,5.0
Google,5.0,"New York, NY",07-05-2016,y,positive,approves,5.0,5.0
Google,5.0,,07-08-2016,y,positive,approves,3.0,5.0
Google,5.0,,07-10-2016,y,positive,approves,,
Google,4.0,"Mountain View, CA",07-24-2016,y,positive,,4.0,3.0
Google,4.0,"Mountain View, CA",07-23-2016,y,positive,approves,1.0,4.0
Google,3.0,"Kirkland, WA",07-13-2016,y,positive,approves,4.0,5.0
Google,4.0,,07-20-2016,y,positive,approves,3.0,4.0
Google,4.0,"Mountain View, CA",07-20-2016,,,,,
Google,3.0,"Houston, TX",07-20-2016,y,positive,approves,3.0,3.0
Google,5.0,"Mountain View, CA",07-05-2016,y,positive,,4.0,4.0
Google,4.0,"San Francisco, CA",07-13-2016,,,,3.0,5.0
Google,5.0,,07-03-2016,y,positive,no opinion,3.0,5.0
Google,5.0,,07-04-2016,y,neutral,no opinion,,
Google,5.0,"San Francisco, CA",07-04-2016,y,neutral,approves,4.0,4.0
Google,4.0,"Pom-o-sa Heights, MO",07-17-2016,n,negative,approves,3.0,4.0
Google,4.0,,07-18-2016,,,,,
Google,4.0,,07-18-2016,y,positive,,5.0,4.0
Google,4.0,"Pom-o-sa Heights, MO",07-17-2016,n,negative,approves,3.0,4.0
Google,4.0,,07-18-2016,,,,,
Google,4.0,,07-18-2016,y,positive,,5.0,4.0
Google,5.0,"Germany, GA",06-28-2016,y,positive,approves,3.0,4.0
Google,5.0,"Palo Alto, CA",06-25-2016,y,positive,approves,4.0,5.0
Google,5.0,,06-27-2016,,,,,
Google,4.0,,07-15-2016,,,,4.0,
Google,5.0,,06-30-2016,y,,,,
Google,4.0,"Mountain View, CA",07-14-2016,y,positive,,4.0,4.0
Google,3.0,,07-14-2016,,,,,
Google,5.0,"Seattle, WA",06-29-2016,y,positive,no opinion,2.0,5.0
Google,1.0,,07-28-2016,n,,,3.0,4.0
Google,5.0,,06-27-2016,y,positive,approves,5.0,5.0
Google,5.0,"Chicago, IL",06-28-2016,y,positive,approves,4.0,5.0
Google,3.0,,07-12-2016,y,neutral,disapproves,3.0,3.0
Google,5.0,,06-27-2016,y,positive,,5.0,4.0
Google,5.0,"Mountain View, CA",06-04-2016,y,positive,approves,5.0,5.0
Google,5.0,,06-23-2016,y,positive,approves,3.0,5.0
Google,5.0,"Los Angeles, CA",06-10-2016,,,,,
Google,4.0,"Mountain View, CA",06-21-2016,y,positive,approves,4.0,5.0
Google,5.0,"Mountain View, CA",06-22-2016,y,positive,approves,5.0,5.0
Google,5.0,,06-21-2016,y,positive,no opinion,5.0,4.0
Google,4.0,,07-05-2016,n,,,3.0,3.0
Google,5.0,"Pittsburgh, PA",06-14-2016,y,positive,,5.0,5.0
Google,5.0,"Mountain View, CA",06-20-2016,y,positive,approves,4.0,4.0
Google,5.0,"Mountain View, CA",06-16-2016,,,,4.0,5.0
Google,5.0,,06-19-2016,y,positive,approves,5.0,5.0
Google,4.0,"Mountain View, CA",07-02-2016,y,positive,,3.0,5.0
Google,4.0,"Mountain View, CA",06-16-2016,y,positive,approves,5.0,4.0
Google,4.0,,06-23-2016,y,neutral,approves,4.0,5.0
Google,4.0,"Mountain View, CA",06-30-2016,y,positive,,5.0,5.0
Google,4.0,"Mountain View, CA",07-01-2016,y,neutral,disapproves,3.0,2.0
Google,5.0,,06-16-2016,,,,,
Google,1.0,"New York, NY",07-12-2016,n,negative,no opinion,1.0,1.0
Google,5.0,,06-14-2016,y,positive,approves,4.0,5.0
Google,5.0,"Mountain View, CA",06-14-2016,,,,,
Google,5.0,,06-13-2016,y,positive,,5.0,5.0
Google,4.0,,06-24-2016,,,,,
Google,5.0,"Seattle, WA",06-02-2016,y,positive,approves,4.0,5.0
Google,5.0,"Phoenix, AZ",06-12-2016,y,neutral,,5.0,5.0
Google,4.0,,06-24-2016,,,,,
Google,5.0,"Seattle, WA",06-02-2016,y,positive,approves,4.0,5.0
Google,5.0,"Phoenix, AZ",06-12-2016,y,neutral,,5.0,5.0
Google,3.0,,06-10-2016,y,positive,no opinion,5.0,5.0
Google,5.0,"Mountain View, CA",06-07-2016,y,positive,approves,5.0,5.0
Google,3.0,"Daly City, CA",06-17-2016,n,neutral,no opinion,3.0,3.0
Google,5.0,"Kirkland, WA",06-08-2016,y,positive,approves,3.0,5.0
Google,5.0,"San Jose, CA",06-04-2016,y,positive,,5.0,5.0
Google,5.0,"Mountain View, CA",06-07-2016,y,positive,approves,5.0,5.0
Google,4.0,"San Francisco, CA",06-16-2016,y,positive,,4.0,4.0
Google,5.0,,06-05-2016,y,positive,approves,5.0,4.0
Google,5.0,,06-03-2016,y,positive,approves,5.0,5.0
Google,5.0,,06-01-2016,y,positive,,5.0,
Google,5.0,,06-02-2016,y,positive,approves,3.0,5.0
Google,5.0,"Los Angeles, CA",06-02-2016,y,positive,approves,,
Google,5.0,"Mountain View, CA",02-26-2016,y,positive,approves,4.0,5.0
Google,1.0,,07-01-2016,,,,,
Google,4.0,"San Francisco, CA",06-15-2016,y,positive,approves,4.0,3.0
Google,4.0,"New York, NY",06-15-2016,,,,5.0,4.0
Google,5.0,,05-25-2016,y,positive,approves,5.0,5.0
Google,4.0,"San Jose, CA",05-27-2016,y,neutral,approves,4.0,5.0
Google,5.0,,05-21-2016,y,positive,approves,3.0,4.0
Google,5.0,,05-30-2016,y,positive,approves,5.0,5.0
Google,5.0,"New York, NY",05-30-2016,y,positive,approves,5.0,5.0
Google,5.0,"San Francisco, CA",05-30-2016,y,positive,approves,4.0,5.0
Google,4.0,"Mountain View, CA",06-13-2016,y,neutral,,4.0,5.0
Google,4.0,"Mountain View, CA",06-13-2016,y,positive,approves,3.0,3.0
Google,1.0,"San Francisco, CA",06-26-2016,n,negative,,2.0,3.0
Google,4.0,"Mountain View, CA",06-12-2016,y,positive,,3.0,5.0
Google,5.0,"Mountain View, CA",05-22-2016,y,positive,,5.0,5.0
Google,5.0,"San Francisco, CA",05-14-2016,y,positive,approves,5.0,5.0
Google,1.0,"Milpitas, CA",06-27-2016,,,,,
Google,5.0,,05-26-2016,y,positive,approves,5.0,5.0
Google,3.0,,06-07-2016,,,,,
Google,5.0,"San Bruno, CA",03-11-2016,y,positive,,2.0,3.0
Google,5.0,,05-23-2016,y,positive,,5.0,5.0
Google,4.0,"New York, NY",06-06-2016,y,positive,approves,4.0,5.0
Google,5.0,,05-22-2016,y,neutral,,5.0,5.0
Google,5.0,"Palo Alto, CA",05-21-2016,y,positive,approves,5.0,5.0
Google,3.0,,06-03-2016,,,,,
Google,5.0,,05-20-2016,y,positive,approves,5.0,5.0
Google,5.0,"Los Angeles, CA",05-17-2016,y,positive,approves,5.0,5.0
Google,4.0,"Saint Louis, MO",05-31-2016,y,positive,,4.0,4.0
Google,4.0,"Mountain View, CA",05-28-2016,y,positive,approves,4.0,4.0
Google,3.0,,05-30-2016,n,positive,approves,4.0,4.0
Google,4.0,,05-13-2016,y,neutral,approves,5.0,5.0
